Address,Latitude,Longitude,APC,LP,PDP,NNPP,Accredited_Voters,Registered_Voters,,,,,
"OFONZE SQUARE II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,1,325,1,2,331,905,,,,,
"ONITSHA BOYS HIGH SCHOOL I, ONITSHA-NORTH, ANAMBRA",6.1771415,6.7828626,0,116,2,0,204,558,,,,,
"ONITSHA BOYS HIGH SCHOOL II, ONITSHA-NORTH, ANAMBRA",6.1771415,6.7828626,3,132,1,0,145,654,,,,,
"ONITSHA BOYS HIGH SCHOOL III, ONITSHA-NORTH, ANAMBRA",6.1771415,6.7828626,0,159,2,1,160,631,,,,,
"OBI ANAZONWU PRY. SCHOOL I, ONITSHA-NORTH, ANAMBRA",6.1542912,6.786778,1,301,3,3,308,822,,,,,
"OBI ANAZONWU PRY. SCHOOL II, ONITSHA-NORTH, ANAMBRA",6.1542912,6.786778,2,124,0,0,128,310,,,,,
"OBI ANAZONWU PRY. SCHOOL III, ONITSHA-NORTH, ANAMBRA",6.1542912,6.786778,0,153,1,0,162,435,,,,,
"I, EGERTON STREET, ONITSHA-NORTH, ANAMBRA",6.1583162,6.7805749,4,311,6,0,323,1111,,,,,
"EMEJULU/OBI STREET I, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,5,204,3,2,218,706,,,,,
"JAMES STREET PLAY GROUND, ONITSHA-NORTH, ANAMBRA",6.156928,6.7780666,0,147,0,0,152,610,,,,,
"MARTIN/EGBUNA PLAY GROUND I, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,113,0,0,121,338,,,,,
"ONITSHA BOYS HIGH SCHOOL IV, ONITSHA-NORTH, ANAMBRA",6.1771415,6.7828626,0,167,1,0,170,715,,,,,
"MBANUGO OPEN SPACE, ONITSHA-NORTH, ANAMBRA",6.1578759,6.7789579,1,161,1,0,167,540,,,,,
"IWEOBI OPEN SPACE, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,92,3,1,100,369,,,,,
"EMEJULU/OBI STREET II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,134,4,2,143,762,,,,,
"MARTIN/EGBUNA/PLAY GROUND II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,4,124,3,2,135,390,,,,,
"AKPAKA PRIMARY SCHOOL II , ONITSHA-NORTH, ANAMBRA",6.1730161,6.787368,0,338,0,0,341,1243,,,,,
"ST. THERESA'S MBA FARM, ONITSHA-NORTH, ANAMBRA",6.1862198,6.801723,0,492,0,0,494,2211,,,,,
"OLD MARINE QUARTERS II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,100,0,0,100,868,,,,,
"ST. THERESA'S, ONITSHA-NORTH, ANAMBRA",6.1862198,6.801723,1,306,3,0,318,1292,,,,,
"OLD MARINE QUARTERS III, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,122,1,0,124,902,,,,,
"OYOLU AREA, ONITSHA-NORTH, ANAMBRA",6.1890617,6.8056004,0,523,0,0,530,3770,,,,,
"FEDERAL HOUSING ESTATE II, ONITSHA-NORTH, ANAMBRA",6.1733744,6.7896358,0,460,2,0,490,2462,,,,,
"OREZE PRY. SCHOOL I, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,141,3,0,146,745,,,,,
"OREZE PRY. SCHOOL II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,1,112,2,0,115,587,,,,,
"OGALONYE/NUOKEDI OPEN SPACE I, ONITSHA-NORTH, ANAMBRA",6.1525408,6.7783687,1,101,3,0,114,542,,,,,
"16, AFFAR STREET PLAYGROUND, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,1,114,1,0,119,521,,,,,
"OPEN SPACE BESIDE OREZE SQUARE I (CHRIST CHURCH), ONITSHA-NORTH, ANAMBRA",6.1544571,6.7759594,0,173,0,2,186,750,,,,,
"ILO ORAJA SQUARE, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,1,61,2,0,65,376,,,,,
"20, FRANCIS/AFFAR STREET, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,2,95,4,0,107,474,,,,,
"OREZE PRY. SCHOOL IV, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,106,4,0,115,562,,,,,
"OPEN SPACE BESIDE OREZE SQUARE II (CHRIST CHURCH), ONITSHA-NORTH, ANAMBRA",6.1544571,6.7759594,0,189,4,0,194,750,,,,,
"Y.W.C.A I, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,3,95,2,0,103,530,,,,,
"Y.W.C.A II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,63,2,0,69,393,,,,,
"G.P.O II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,164,4,0,170,811,,,,,
"EZENWA/FRANCIS OPEN SPACE II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,1,204,3,1,211,923,,,,,
"JUBILEE HOTEL OPEN SPACE I, ONITSHA-NORTH, ANAMBRA",6.1488944,6.7837925,2,136,2,0,143,516,,,,,
"1 IBOKU/NEW MARKET ROAD I, ONITSHA-NORTH, ANAMBRA",6.1487731,6.7833545,2,166,1,0,183,761,,,,,
"Y.W.C.A III, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,4,107,1,0,118,450,,,,,
"G.P.O. III, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,3,90,0,0,93,456,,,,,
"OUR LADY'S HIGH SCHOOL, ONITSHA-NORTH, ANAMBRA",6.1391981,6.7878836,1,257,4,0,271,1093,,,,,
"MENAX FIELD I, ONITSHA-NORTH, ANAMBRA",6.1430508,6.8204709,0,113,0,0,117,569,,,,,
"MENAX FIELD I, ONITSHA-NORTH, ANAMBRA",6.1430508,6.8204709,0,103,0,0,117,569,,,,,
"WOLIWO PRY. SCHOOL I, ONITSHA-NORTH, ANAMBRA",6.1380096,6.790729,2,186,6,2,200,595,,,,,
"WOLIWO PRY. SCHOOL II, ONITSHA-NORTH, ANAMBRA",6.1380096,6.790729,0,162,2,2,173,540,,,,,
"WOLIWO PRY. SCHOOL II, ONITSHA-NORTH, ANAMBRA",6.1380096,6.790729,0,148,3,0,173,540,,,,,
"CHIEMEZIE MOTORS OPEN SPACE II, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,2,110,1,0,117,665,,,,,
"UPPER IWEKA SQUARE, ONITSHA-NORTH, ANAMBRA",6.1406638,6.7843922,1,125,1,0,129,777,,,,,
"OPEN SPACE BESIDE 4 TAGBO STREET, OPEN SPACE I , ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,116,2,1,123,654,,,,,
"OPEN SPACE BESIDE 4 TAGBO STREET, OPEN SPACE I , ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,85,2,0,123,654,,,,,
"WOLIWO PRY. SCHOOL III, ONITSHA-NORTH, ANAMBRA",6.1380096,6.790729,1,109,0,1,112,515,,,,,
"RAPHMATIC ACADEMY, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,68,3,0,73,205,,,,,
"WOLIWO PRY. SCHOOL IV, ONITSHA-NORTH, ANAMBRA",6.1380096,6.790729,0,190,0,0,195,649,,,,,
"WOLIWO PRY. SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1380096,6.790729,0,172,1,0,195,649,,,,,
"HOUSING ESTATE PLAY GROUND III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,172,1,0,174,687,,,,,
"FEGGE PAY OFFICE I, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,0,187,1,1,190,893,,,,,
"FEGGE PAY OFFICE III, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,3,173,0,0,154,761,,,,,
"FEGGE PAY OFFICE IV, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,2,109,1,0,114,488,,,,,
"FEGGE PAY OFFICE IV, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,2,212,1,0,114,488,,,,,
"UGBORIMILI PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,241,2,1,246,1058,,,,,
"UGBORIMILI PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,250,5,0,257,1100,,,,,
"UGBORIMILI PRY. SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,198,6,0,206,965,,,,,
"UGBORIMILI PRY. SCHOOL V, ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,1,220,2,2,226,936,,,,,
"UGBORIMILI PRY. SCHOOL V, ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,196,0,0,226,936,,,,,
"2/3 AKPO STREET II, ONITSHA -SOUTH, ANAMBRA",6.1312862,6.7860956,1,223,3,0,230,1148,,,,,
"2/3 AKPO STREET II, ONITSHA -SOUTH, ANAMBRA",6.1312862,6.7860956,0,190,3,0,230,1148,,,,,
"2/3 AKPO STREET IV, ONITSHA -SOUTH, ANAMBRA",6.1312862,6.7860956,0,231,2,1,237,1176,,,,,
"AKOKWA HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,0,0,0,0,259,926,,,,,
"AKOKWA HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,1,247,1,4,259,926,,,,,
"AGULU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,300,1,1,307,1007,,,,,
"AGULU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,3,311,1,2,307,1007,,,,,
"TOWNSHIP PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,365,0,1,367,1277,,,,,
"TOWNSHIP PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,277,1,0,281,960,,,,,
"9, ZIKS AVENUE I, ONITSHA -SOUTH, ANAMBRA",6.1377834,6.776049,0,231,2,0,236,953,,,,,
"9, ZIKS AVENUE II, ONITSHA -SOUTH, ANAMBRA",6.1377834,6.776049,1,160,0,1,153,568,,,,,
"14, UDI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,206,2,0,210,909,,,,,
"BATA SQUARE II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,70,0,1,78,297,,,,,
"LAFIAJI PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1357863,6.7777583,0,325,1,9,322,1218,,,,,
"ORAIFITE HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,1,209,0,0,210,840,,,,,
"ORAIFITE HALL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,185,1,2,192,749,,,,,
"ORAIFITE HALL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,204,1,0,192,749,,,,,
"BISHOP SHANAHAN II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,214,1,0,220,832,,,,,
"3, LAGOS STREET I, ONITSHA -SOUTH, ANAMBRA",6.1381882,6.7770916,0,232,1,0,238,867,,,,,
"3, LAGOS STREET II, ONITSHA -SOUTH, ANAMBRA",6.1381882,6.7770916,1,169,1,1,179,612,,,,,
"5, MAIFULANI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1372855,6.7758993,0,142,2,0,151,571,,,,,
"5, MAIFULANI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1372855,6.7758993,0,199,0,0,115,445,,,,,
"5, MAIFULANI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1372855,6.7758993,0,115,1,1,115,445,,,,,
"AGAI PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1346981,6.772167,0,208,4,0,216,850,,,,,
"AGAI PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1346981,6.772167,0,200,0,0,200,873,,,,,
"OSINA HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,3,173,0,0,179,766,,,,,
"OSINA HALL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,152,0,0,158,688,,,,,
"AMICHI HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,0,266,1,0,271,1003,,,,,
"PLAY GROUND I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,200,0,0,202,763,,,,,
"PLAY GROUND II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,233,5,3,248,841,,,,,
"PLAY GROUND II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,7,103,2,0,248,841,,,,,
"4, PORT HARCOURT ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1328039,6.7759869,1,122,0,2,131,685,,,,,
"70, PORT HARCOURT ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1330091,6.773429,0,175,0,0,175,833,,,,,
"ZIK'S AVENUE PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,0,188,1,1,192,797,,,,,
"ZIK'S AVENUE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,2,161,1,0,170,669,,,,,
"ZIK'S AVENUE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,3,169,0,0,178,588,,,,,
"ZIK'S AVENUE PRY. SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1377579,6.7765633,0,127,0,1,131,457,,,,,
"IGBOUKWU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,0,217,3,2,227,837,,,,,
"IGBOUKWU HALL II, ONITSHA -SOUTH, ANAMBRA",6.1530683,6.8240475,0,223,0,0,228,719,,,,,
"OTUMOYE PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,265,2,0,273,1366,,,,,
"OTUMOYE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,310,0,0,316,1274,,,,,
"NIGER CITY PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,1,148,1,0,151,605,,,,,
"NIGER CITY PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,0,0,0,0,174,679,,,,,
"NIGER CITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,2,156,2,0,160,696,,,,,
"NIGER CITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1355161,6.7706013,3,129,2,0,160,696,,,,,
"NUPE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1357702,6.770484,4,144,0,0,152,634,,,,,
"NUPE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1357702,6.770484,3,198,0,1,207,871,,,,,
"FEGGE COM. PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,2,205,2,3,218,779,,,,,
"FEGGE COM. PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1389831,6.7788461,1,226,0,1,218,779,,,,,
"FEGGE COMM. PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1361285,6.7701262,0,151,0,3,155,637,,,,,
"URBAN GIRLS SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,0,211,1,1,217,1026,,,,,
"URBAN GIRLS SEC. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,3,171,0,0,178,671,,,,,
"URBAN GIRLS SEC. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,0,188,1,2,194,668,,,,,
"BETHELEHEM NURSERY AND PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,114,0,1,117,637,,,,,
"BETHELEHEM NURSERY AND PRIMARY SCHOOL II , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,214,0,0,221,1026,,,,,
"BETHELEHEM NURSERY AND PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,228,0,0,236,1035,,,,,
"23, ZIKS AVENUE I, ONITSHA -SOUTH, ANAMBRA",6.1385344,6.7703746,0,172,2,0,180,782,,,,,
"23, ZIKS AVENUE III, ONITSHA -SOUTH, ANAMBRA",6.1385344,6.7703746,2,168,1,1,179,815,,,,,
"51, ZIKS AVENUE I, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,0,132,3,1,140,660,,,,,
"51, ZIKS AVENUE II, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,1,154,3,1,164,740,,,,,
"51, ZIKS AVENUE III, ONITSHA -SOUTH, ANAMBRA",6.1377826,6.776068,0,150,2,0,153,670,,,,,
"PLAZAR SQUARE I, ONITSHA -SOUTH, ANAMBRA",6.149985,6.774131,0,173,0,0,181,807,,,,,
"PLAZAR SQUARE IV, ONITSHA -SOUTH, ANAMBRA",6.149985,6.774131,0,111,3,0,114,607,,,,,
"34, AGGREY ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,172,1,0,179,801,,,,,
"34, AGGREY ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,161,0,0,166,722,,,,,
"34, AGGREY ROAD III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,131,1,2,138,673,,,,,
"ST. MONICA NURSERY AND PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,288,0,0,290,1468,,,,,
"SILAS WORKS ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1354061,6.7836175,1,180,2,0,184,943,,,,,
"SILAS WORKS ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1354061,6.7836175,0,219,3,0,227,1227,,,,,
"69, AKUNNIA NJOTE I, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,214,1,0,216,1227,,,,,
"69, AKUNNIA NJOTE II, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,2,188,0,2,192,1281,,,,,
"69, AKUNNIA NJOTE III, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,103,0,0,103,1278,,,,,
"69, AKUNNIA NJOTE IV, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,201,0,0,203,1294,,,,,
"WOLIWO COMM. OFFICE II, ONITSHA -SOUTH, ANAMBRA",6.1375135,6.7908964,0,165,1,0,167,1009,,,,,
"INFANT JESUS PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,352,0,0,355,1412,,,,,
"INFANT JESUS PRIMARY SCHOOL I , ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0,355,1412,,,,,
"PIONEER PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,0,361,2,0,371,1726,,,,,
"PIONEER PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,0,302,5,0,312,1080,,,,,
"PIONEER PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,1,0,291,4,300,1037,,,,,
"O'CONNOR PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,226,2,0,238,942,,,,,
"O'CONNOR PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,282,2,0,291,1078,,,,,
"C.K.C PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,249,6,2,267,1107,,,,,
"C.K.C PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,1,277,2,0,288,1039,,,,,
"C.K.C PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,146,3,0,152,638,,,,,
"C.K.C. PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,159,4,0,164,766,,,,,
"COMMUNITY PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,0,175,1,0,183,810,,,,,
"COMMUNITY PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,1,162,0,0,163,756,,,,,
"COMMUNITY PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1471311,6.7845029,2,283,3,4,192,800,,,,,
"CENTRAL SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1502996,6.7844432,2,283,3,4,301,1172,,,,,
"CENTRAL SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,2,221,1,1,227,1013,,,,,
"CENTRAL SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,0,135,1,1,140,602,,,,,
"CENTRAL SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1517773,6.800955,5,250,2,1,263,1097,,,,,
"MOTHERLESS BABIES HOME I, ONITSHA -SOUTH, ANAMBRA",6.1483312,6.786536,1,288,3,1,296,952,,,,,
"MOTEHRLESS BABIES HOME II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,239,1,2,249,864,,,,,
"ACHUKWU HALL I, ONITSHA -SOUTH, ANAMBRA",6.1460361,6.818718,1,180,2,0,192,810,,,,,
"ACHUKWU HALL II, ONITSHA -SOUTH, ANAMBRA",6.1385293,6.7852385,1,174,0,0,180,712,,,,,
"MODEBE SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,1,153,0,0,161,613,,,,,
"MODEBE SEC. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1329418,6.7923993,2,89,0,1,93,363,,,,,
"ONYEABOR PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,2,112,1,0,119,474,,,,,
"ONYEABOR PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,65,1,0,71,395,,,,,
"SHANAHAN PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0,141,589,,,,,
"SHANAHAN PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,107,2,0,111,516,,,,,
"ANIONWU/OBANYE STREET II, ONITSHA -SOUTH, ANAMBRA",6.148713,6.7830216,0,157,3,0,160,578,,,,,
"ANIONWU/OBANYE STREET III, ONITSHA -SOUTH, ANAMBRA",6.148713,6.7830216,2,147,2,1,154,537,,,,,
"PATRICK OKOLO P/S I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,226,3,2,235,833,,,,,
"ST. JOHN THE APOSTLE HIGH SCHOOL, ONITSHA -SOUTH, ANAMBRA",6.1454892,6.7806419,1,145,6,1,158,643,,,,,
"IBOKU/ONWUDIWE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1487775,6.7825584,0,117,7,0,126,461,,,,,
"IBOKU/ONWUDIWE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1487775,6.7825584,2,157,2,3,165,661,,,,,
"30, MOORE STREET I, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,0,81,0,1,85,483,,,,,
"30, MOORE STREET II, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,0,95,1,0,97,535,,,,,
"30, MOORE STREET III, ONITSHA -SOUTH, ANAMBRA",6.147178,6.7774234,1,101,0,0,103,672,,,,,
"PAM PAM LANE I, ONITSHA -SOUTH, ANAMBRA",6.1480747,6.7721815,1,50,1,0,54,354,,,,,
"PAM PAM LANE II, ONITSHA -SOUTH, ANAMBRA",6.1480747,6.7721815,0,88,1,2,93,738,,,,,
"OTUMOYE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,160,5,0,172,768,,,,,
"OTUMOYE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,0,139,4,1,150,916,,,,,
"7, SOKOTO/HARUNA JUNCTION I, ONITSHA -SOUTH, ANAMBRA",6.1488499,6.7731807,6,11,0,0,123,633,,,,,
"7, SOKOTO/HARUNA JUNCTION II, ONITSHA -SOUTH, ANAMBRA",6.1488499,6.7731807,1,71,1,0,74,439,,,,,
"20B, IFEJIKA STREET I, ONITSHA -SOUTH, ANAMBRA",6.1459463,6.7733399,1,108,0,0,110,622,,,,,
"20B, IFEJIKA STREET II, ONITSHA -SOUTH, ANAMBRA",6.1459463,6.7733399,0,89,0,0,91,440,,,,,
"MODEBE MEMO P/S I, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,111,1,0,114,434,,,,,
"MODEBE MEMO P/S II, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,1,173,2,2,178,655,,,,,
"MODEBE MEMO P/S III, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,116,58,2,190,655,,,,,
"MODEBE MEMO P/S IV, ONITSHA -SOUTH, ANAMBRA",6.1426624,6.7785331,0,117,0,1,120,418,,,,,
"NWEJE PRY. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,0,0,0,184,817,,,,,
"NWEJE PRY. SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,129,2,1,138,544,,,,,
"NWEJE PRY. SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,102,0,0,102,458,,,,,
"UMUOJI/ULI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,1,199,0,0,202,715,,,,,
"UMUOJI/ULI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,1,118,0,0,120,490,,,,,
"UMUOJI/ULI STREET III, ONITSHA -SOUTH, ANAMBRA",6.1447098,6.7809698,0,148,1,0,150,482,,,,,
"NEW MARKET ROAD P/S III, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,1,177,1,0,187,866,,,,,
"EZENWA/NEW MARKET ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,3,87,2,0,96,482,,,,,
"EZENWA/NEW MARKET ROAD II, ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,0,93,2,0,96,482,,,,,
"VENN ROAD SOUTH I, ONITSHA -SOUTH, ANAMBRA",6.1499057,6.7781922,0,130,1,0,139,706,,,,,
"VENN ROAD SOUTH II, ONITSHA -SOUTH, ANAMBRA",6.1499057,6.7781922,1,143,0,0,147,637,,,,,
"MOORE/SAINNEZ I, ONITSHA -SOUTH, ANAMBRA",6.1483617,6.7764566,2,91,1,1,98,404,,,,,
"MOORE/SAINNEZ II, ONITSHA -SOUTH, ANAMBRA",6.1483617,6.7764566,0,124,0,0,130,591,,,,,
"41, MOORE STREET I, ONITSHA -SOUTH, ANAMBRA",6.1471853,6.7775484,0,71,0,0,73,432,,,,,
"41, MOORE STREET III, ONITSHA -SOUTH, ANAMBRA",6.1471853,6.7775484,1,100,0,0,107,490,,,,,
"OKWEI STREET I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,74,0,0,75,552,,,,,
"OKWEI STREET II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,71,0,0,71,450,,,,,
"OKWEI STREET III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,64,1,0,65,507,,,,,
"METU MEMO SEC. SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,103,0,0,106,492,,,,,
